NO,INCHIKEY,Ontology,Platform,,,,,,,,,,,,
811,QOFGRIFAPNDVLF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
812,QLABQLNIHHHJCI-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
813,BIZYBMSSHGFOHB-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
814,RSJQEUQJRFQHAE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
815,YQTZWYZKEKBPOK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
816,VTYLJIRGLIZEIC-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
817,LBCBAGHQUBQNPI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
818,SIBZLFBPHPTNKZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
819,NESAEQGDBSRLJT-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
820,HGBRTIWMKISQHH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
821,GAVWUROQERCRBQ-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
822,OUOSPNUDUQFOBG-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
823,XXYWSZVMBMFBRE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
824,MQDWFDVGTREOKJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
825,MXSCENXJZKSWOS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
826,RNXDBVHKLDRFTH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
827,XVTPBOKHOFKVLN-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
828,ATFXTUJLXXGIBP-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
829,WSZCBVABHNUPSE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
830,FLTWRJXDHDVULU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
831,VQLVXVCYSYIBGT-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
832,QYDSENWDVFCMBL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
833,XLPOGRDBCHZRON-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
834,PNTJFQHQNIYXAB-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
835,ATVSXICFFJMTSM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
836,KCMHIBXOMWTTIF-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
837,JBEUJGOFEJACBK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
838,ASLOCDOGLGTVBU-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
839,RHGAXCJSYVVFNV-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
840,VZIPCTFHUDIUFV-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
841,LDUGJENYEDPHNM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
842,RJQDDMSOBKMNHU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
843,OKJQKAICIYAAKY-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
844,UHEJWASONFIROS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
845,MITIVHPIBPGNDA-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
846,OWMDNFFJJVRJMG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
847,QBSFKWIFCFKQAZ-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
848,VWXJLMSFRQUUMS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
849,PMGLNPPJDNWBFI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
850,IKZJDXKGRWOTCD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
851,CAPRXGZRZWSDGE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
852,IWCIAMBGPCSKTI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
853,KVLYQVRJXYJGRU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
854,LYZLFFRSDZBKLH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
855,ARFOVLATMUFZMM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
856,YNVHIDISXOPRLL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
857,DBBVNPVUCZKTLC-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
858,DNOZVMIUNWBFHO-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
859,BZJGSEFQOWNUHM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
860,SOFCFWOFZCGNLJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
861,ZMFFWUOLHWWCNZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
862,ODSJVHJXYODMLK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
863,ABENPAILMZUZDF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
864,JAESNECUPYJIJZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
865,IYRSYQMNHHHXKD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
866,LTBFWBOREYLGFR-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
867,COGBIGLYXFERSM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
868,MHJKBJNQJSWYKS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
869,AMDSHUSILZVWMX-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
870,HHKZNHTVLPHGPM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
871,AQSCWFJEOVTYLU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
872,UUHRKBQOYTVZFZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
873,LKAVZOUIHVAMSU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
874,UGOYQIRPHHFTHM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
875,AFFQVAIMWFYJJS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
876,SSTFWICCEAKSBO-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
877,GJDJWYCEJOWRCD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
878,OACIDAJFJVBPSD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
879,SYESFDYFTLAJRK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
880,OWMGYLWACIJSFD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
881,GAEFDLKKPGNVPQ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
882,OHDWRQOOVSCGBH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
883,DMBIVUIRWLZHTR-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
884,NTQDFRPXGSKXKN-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
885,ORALGOFMGZIXHD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
886,IENOESCPDCOXKS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
887,NWGBVTAVFQNIRZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
888,LZWYQOUXYAEBEU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
889,QWGDILVDKZASLP-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
890,CRRULBZKNVQXFP-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
891,QIRYCMIQXUWGRS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
892,NUEOMODNGXGAHD-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
893,FKOQTZUEHKHGIP-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
894,RIXGFDVOYOHAHR-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
895,RPCDUKRKOGZSIU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
896,IECLLFMGCHNRQU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
897,KQCXMTSOWFEYNG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
898,DCJSCDHXUWSWIN-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
899,YJZVIWBGAYJURV-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
900,JIGVBOXPCGLAPS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
901,PGSIVHRUMUXHAC-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
902,BGMGBUWBOBBHRL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
903,RTNFDTOYHSVDGS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
904,MUWLKFTWDGTQJT-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
905,IXEROXWEZJRCDU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
906,HNYATBUCRLERIC-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
907,NPPHWIPWRIHUFD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
908,JHFBVOZWAWZCFV-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
909,QYPWPTADSWOFMB-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
910,VLMZBLBGLVAGPF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
911,SVFOHCDASZHFOT-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
912,AQIQCFJOODLNMW-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
913,UBEYMUNEROZSSW-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
914,USRPTRYHXUHUPN-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
915,BJEIBZHYHJCALK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
916,FTVOSSYLMCOQED-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
917,QMCIUNIRMACDCP-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
918,BEYPDBGNUSYQIM-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
919,GRWCTXPNAPRJFS-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
920,YZWJSAMZESCYDC-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
921,LRSGEGOMBAPEEA-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
922,ANTTZFFJZZAXFT-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
923,XWKPSRFWDUSJKH-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
924,LSHJMDWWJIYXEM-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
925,SGSQNJRCCKHWPZ-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
926,VYCKWGDTEOYZJU-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
927,AKKGZIIEKNKWPS-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
928,ZLCLBVXPCATCEL-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
929,CZMRCDWAGMRECN-UGDNZRGBSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Polyols,,,,,,,,"1,2-diols"
930,WQZGKKKJIJFFOK-GASJEMHNSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,Pyridinones,,,,,,,,Pyridinones
931,AEMRFAOFKBGASW-UHFFFAOYSA-N,Hydroxy acids and derivatives,Metabolomics,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives,Short-chain keto acids and derivatives,,,,,,,,Short-chain keto acids and derivatives
932,AGPKZVBTJJNPAG-WHFBIAKZSA-N,Carboxylic acids and derivatives,Metabolomics,Benzenoids,Phenols,1-hydroxy-4-unsubstituted benzenoids,1-hydroxy-4-unsubstituted benzenoids,,,,,,,,1-hydroxy-4-unsubstituted benzenoids
933,AGSPXMVUFBBBMO-UHFFFAOYSA-N,Organonitrogen compounds,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,,,,,,,,Alpha hydroxy acids and derivatives
934,AHLPHDHHMVZTML-BYPYZUCNSA-N,Carboxylic acids and derivatives,Metabolomics,Organic nitrogen compounds,Organonitrogen compounds,Cyclohexylamines,Cyclohexylamines,,,,,,,,Cyclohexylamines
935,AQYCMVICBNBXNA-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,,,,,,,,Alpha hydroxy acids and derivatives
936,ATHGHQPFGPMSJY-UHFFFAOYSA-N,Organonitrogen compounds,Metabolomics,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,,,,,,,,"1,2-aminoalcohols"
937,AWUCVROLDVIAJX-UHFFFAOYSA-N,Glycerophospholipids,Metabolomics,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Phosphate esters,,,,,,,,Phosphate esters
938,AWUCVROLDVIAJX-VKHMYHEASA-N,Glycerophospholipids,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Valine and derivatives
939,AYFVYJQAPQTCCC-GBXIJSLDSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alanine and derivatives
940,AYFVYJQAPQTCCC-HRFVKAFMSA-N,Carboxylic acids and derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,,,,,,,,Fatty alcohols
941,BBJIPMIXTXKYLZ-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alpha amino acids
942,BBNYCLAREVXOSG-UHFFFAOYSA-N,Glycerolipids,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,,,,,,,,Alpha hydroxy acids and derivatives
943,BGHCVCJVXZWKCC-UHFFFAOYSA-N,Saturated hydrocarbons,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,,,,,,,,Dicarboxylic acids and derivatives
944,BITHHVVYSMSWAG-KTKRTIGZSA-N,Fatty Acyls,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,,,,,,Secondary alcohols
945,BJEPYKJPYRNKOW-REOHCLBHSA-N,Hydroxy acids and derivatives,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,,,,,,,,Beta hydroxy acids and derivatives
946,BJEPYKJPYRNKOW-UHFFFAOYSA-N,Hydroxy acids and derivatives,Metabolomics,Organoheterocyclic compounds,Pyridines and derivatives,Hydroxypyridines,Hydroxypyridines,,,,,,,,Hydroxypyridines
947,BJHIKXHVCXFQLS-PUFIMZNGSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones,Pyrrolidine-2-ones,,,,,,,,Pyrrolidine-2-ones
948,BJHIKXHVCXFQLS-UYFOZJQFSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,,,,,,,,Beta hydroxy acids and derivatives
949,BJQHLKABXJIVAM-UHFFFAOYSA-N,Benzene and substituted derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Leucine and derivatives
950,BRGMHAYQAZFZDJ-RTRLPJTCSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,Dihydropyridines,,,,,,,,Dihydropyridines
951,BTCSSZJGUNDROE-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Benzenoids,Benzene and substituted derivatives,Benzyl alcohols,Benzyl alcohols,,,,,,,,Benzyl alcohols
952,BXRLWGXPSRYJDZ-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal sulfates,Non-metal sulfates,,,,,,,,Non-metal sulfates
953,CAAULPUQFIIOTL-UHFFFAOYSA-N,Organic phosphoric acids and derivatives,Metabolomics,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,,,,,,,,Monoalkyl phosphates
954,CDAISMWEOUEBRE-GPIVLXJGSA-N,Organooxygen compounds,Metabolomics,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes,Phenylacetaldehydes,,,,,,,,Phenylacetaldehydes
955,CDAISMWEOUEBRE-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,Ureas,,,,,,,,Ureas
956,CGSJXLIKVBJVRY-XTGBIJOFSA-N,Steroids and steroid derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Straight chain fatty acids,,,,,,,,Straight chain fatty acids
957,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,Dihydrofurans,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Isoleucine and derivatives
958,CKLJMWTZIZZHCS-REOHCLBHSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,,,,,,,,Dicarboxylic acids and derivatives
959,CKLJMWTZIZZHCS-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Hydroxy fatty acids,,,,,,,,Hydroxy fatty acids
960,COLNVLDHVKWLRT-QMMMGPOBSA-N,Carboxylic acids and derivatives,Metabolomics,Benzenoids,Naphthalenes,,Naphthalenes,,,,,,,,phthalenes
961,CUOKHACJLGPRHD-BXXZVTAOSA-N,Organooxygen compounds,Metabolomics,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Carnitines,,,,,,,,Carnitines
962,DCNMIDLYWOTSGK-HSUXUTPPSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboximidic acids and derivatives,,Carboximidic acids and derivatives,,,,,,,,Carboximidic acids and derivatives
963,DCXYFEDJOCDNAF-REOHCLBHSA-N,Carboxylic acids and derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Hydroxy fatty acids,,,,,,,,Hydroxy fatty acids
964,DDRJAANPRJIHGJ-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,L-alpha-amino acids
965,DDXCFDOPXBPUJC-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organoheterocyclic compounds,Dioxanes,"1,4-dioxanes","1,4-dioxanes",,,,,,,,"1,4-dioxanes"
966,DFPAKSUCGFBDDF-UHFFFAOYSA-N,Pyridines and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
967,DHCLVCXQIBBOPH-UHFFFAOYSA-N,Glycerophospholipids,Metabolomics,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids,,,,,,,,Benzoic acids
968,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,,,,,,,,"1,2-aminoalcohols"
969,DLRVVLDZNNYCBX-ABXHMFFYSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,,,,,,,,Sugar alcohols
970,DLRVVLDZNNYCBX-BTLHAWITSA-N,Organooxygen compounds,Metabolomics,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal phosphates,Non-metal phosphates,,,,,,,,Non-metal phosphates
971,DOIRQSBPFJWKBE-UHFFFAOYSA-N,Benzene and substituted derivatives,Metabolomics,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal phosphates,Non-metal phosphates,,,,,,,,Non-metal phosphates
972,DRTQHJPVMGBUCF-XVFCMESISA-N,Pyrimidine nucleosides,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Leucine and derivatives
973,DSCFFEYYQKSRSV-FEPQRWDDSA-N,Organooxygen compounds,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Branched fatty acids,,,,,,,,Branched fatty acids
974,DSLZVSRJTYRBFB-LLEIAEIESA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,,,,,,Secondary alcohols
975,DTBNBXWJWCWCIK-UHFFFAOYSA-N,Organic phosphoric acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Isoleucine and derivatives
976,DZAIOXUZHHTJKN-UHFFFAOYSA-N,Hydroxy acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Amino acids and derivatives
977,FBPFZTCFMRRESA-JGWLITMVSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,L-alpha-amino acids
978,FBPFZTCFMRRESA-KVTDHHQDSA-N,Organooxygen compounds,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,,,,,,,,Medium-chain fatty acids
979,FBUKVWPVBMHYJY-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,,,,,,,,Dicarboxylic acids and derivatives
980,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Imidazopyrimidines,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Proline and derivatives
981,FDJKUWYYUZCUJX-AJKRCSPLSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids,,,,,,,,Pyridinecarboxylic acids
982,FFEARJCKVFRZRR-BYPYZUCNSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
983,FMAORJIQYMIRHF-HERZVMAMSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones,,,,,,,,Pyrimidones
984,FMAORJIQYMIRHF-LKHOQCSESA-N,Organic oxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,,,,,,,,Dicarboxylic acids and derivatives
985,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,Saturated hydrocarbons,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,,,,,,,,Dicarboxylic acids and derivatives
986,FNZLKVNUWIIPSJ-UHNVWZDZSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Serine and derivatives
987,FUZZWVXGSFPDMH-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organoheterocyclic compounds,Diazines,Pyrazines,Pyrazines,,,,,,,,Pyrazines
988,FYGDTMLNYKFZSV-DZOUCCHMSA-N,Organooxygen compounds,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,,,,,,,,Medium-chain fatty acids
989,GACTWZZMVMUKNG-SLPGGIOYSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alanine and derivatives
990,GCNTZFIIOFTKIY-UHFFFAOYSA-N,Pyridines and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Polyols,,,,,,,,Polyols
991,GGOZGYRTNQBSSA-UHFFFAOYSA-N,Pyridines and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alpha amino acids
992,GHOKWGTUZJEAQD-ZETCQYMHSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alpha amino acids
993,GLDOVTGHNKAZLK-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,,,,,,,,Gamma butyrolactones
994,GNGACRATGGDKBX-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,L-alpha-amino acids
995,GPLRAVKSCUXZTP-UHFFFAOYSA-N,Glycerolipids,Metabolomics,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,,,,,,,,Alkanolamines
996,GRFNBEZIAWKNCO-UHFFFAOYSA-N,Pyridines and derivatives,Metabolomics,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Hydroxypyrimidines,,,,,,,,Hydroxypyrimidines
997,GSXOAOHZAIYLCY-HSUXUTPPSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
